id,label
1,0.6911409497261047
2,0.9569717645645142
3,0.8879759311676025
4,0.9512484073638916
5,0.10117312520742416
6,0.5076419115066528
7,0.03826182708144188
8,0.17835181951522827
9,0.2612129747867584
10,0.09752096980810165
11,0.019539568573236465
12,0.920336127281189
13,0.11313029378652573
14,0.6919893622398376
15,0.6103384494781494
16,0.10413432121276855
17,0.9261114001274109
18,0.9328209757804871
19,0.27774277329444885
20,0.534248411655426
21,0.7979279160499573
22,0.3490021526813507
23,0.91839200258255
24,0.5779629349708557
25,0.45012766122817993
26,0.8153333067893982
27,0.8169519305229187
28,0.06654183566570282
29,0.7861015796661377
30,0.6459770798683167
31,0.9091293215751648
32,0.10220738500356674
33,0.9790513515472412
34,0.5364869832992554
35,0.44010189175605774
36,0.413674533367157
37,0.01221495307981968
38,0.007845789194107056
39,0.9416162967681885
40,0.40089935064315796
41,0.712207019329071
42,0.8066379427909851
43,0.957493782043457
44,0.8206157088279724
45,0.31662940979003906
46,0.68208247423172
47,0.24746248126029968
48,0.9678142070770264
49,0.9393000602722168
50,0.5903193354606628
51,0.0714433342218399
52,0.8139718770980835
53,0.15685275197029114
54,0.07090405374765396
55,0.5123291611671448
56,0.6645467877388
57,0.9732667207717896
58,0.32572516798973083
59,0.9613050222396851
60,0.7609361410140991
61,0.7536742687225342
62,0.8001431822776794
63,0.21603578329086304
64,0.8848462700843811
65,0.9951853156089783
66,0.7335956692695618
67,0.8037928342819214
68,0.16033659875392914
69,0.8577455282211304
70,0.9600249528884888
71,0.5237674713134766
72,0.8196244835853577
73,0.9656974077224731
74,0.9324923753738403
75,0.5054463744163513
76,0.7524484992027283
77,0.9947494864463806
78,0.9539785385131836
79,0.7946731448173523
80,0.15711097419261932
81,0.642507016658783
82,0.05793183669447899
83,0.9811751246452332
84,0.15005385875701904
85,0.976669192314148
86,0.4635085165500641
87,0.711452066898346
88,0.5063497424125671
89,0.18273115158081055
90,0.1648898869752884
91,0.2361682951450348
92,0.018028901889920235
93,0.18605363368988037
94,0.9807007312774658
95,0.9647612571716309
96,0.051889337599277496
97,0.8253793716430664
98,0.6203851699829102
99,0.0925595760345459
100,0.49258264899253845
101,0.43648800253868103
102,0.9355118870735168
103,0.13345807790756226
104,0.31536057591438293
105,0.8131987452507019
106,0.7624295353889465
107,0.4744102358818054
108,0.518775999546051
109,0.9420930743217468
110,0.6809702515602112
111,0.8051131367683411
112,0.5584554076194763
113,0.9986296892166138
114,0.4774320721626282
115,0.41259363293647766
116,0.25006338953971863
117,0.14865577220916748
118,0.5409595370292664
119,0.6796163320541382
120,0.6122667789459229
121,0.5022082328796387
122,0.10984533280134201
